Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Seconds),Duration (Minutes),Tags,URL
Cryptography Fundamentals 2022,Prabh Nair,16103,413,23,12-03-2022,1966,32.77,"cryptography & network security tutorial, public key cryptography, cryptography types, introduction to cryptography, types of cryptography, cryptography lecture, cryptography course, cyber security, history of cryptography and cryptanalysis, cryptography tutorial for beginners, keys in cryptography, learn cryptography for beginners, type of cryptography, cissp, cybersecurity for beginners, symmetric encryption شرح, asymmetric encryption شرح, what is encryption and decryption",https://www.youtube.com/watch?v=2zxiWSitAlE
Cryptography,Neso Academy,412987,6718,90,17-04-2021,813,13.55,"cryptography, cryptography introduction, cryptography definition, cryptography example, need of encryption and decryption in cryptography, keys in cryptography, cryptography keys, types of cryptography, cryptography types, symmetric cypher model, unconditionally secure encryption scheme, computationally secure encryption scheme, cryptography and network security, network security by neso, network security",https://www.youtube.com/watch?v=6_Cxj5WKpIw
Two AI Agents Autonomously Encrypt Audio Chat | End-to-End Encryption via Sound!,AZAR CHANNEL,100,0,0,03-03-2025,113,1.88,"AI encryption audio, Anthropic MCP protocol, Sonnet 3.7 AI agents, autonomous AI communication, encrypted AI chat, data-over-sound protocol, SJCL P-256 keypair, AES-CCM encryption, AI cryptography experiment, secure AI protocols, Two AI Agents Autonomously Encrypt Audio Chat | End-to-End Encryption via Sound, AZAR CHANNEL",https://www.youtube.com/watch?v=7sh-3pLxp9A
The Science of Codes: An Intro to Cryptography,SciShow,1166505,31094,1400,06-08-2015,500,8.33,"The Science of Codes: An Intro to Cryptography, cryptography studies, studies of code, best codes, how to write code, unbreakable code, making codes, breaking codes, how to decipher a secret code, how to decipher a code, how to make a secret code, da vinci code, da vinci code apple, cryptography explained, cryptographers, sci show, sci show hank green, sci show michael aranda, scishow cryptography, decipher, code, what is cryptography, cipher, cypher, make a code, secret code",https://www.youtube.com/watch?v=-yFZGF8FHSg
Basics of Computer Architecture,Neso Academy,456345,5627,83,20-04-2021,358,5.97,"computer architecture, computer architecture basics, basics of computer architecture, computer architecture definition, definition of computer architecture, instruction set architecture, isa, hardware set architecture, von neumann architecture, coa, coa lectures, computer organization, coa for gate, gate coa",https://www.youtube.com/watch?v=GRInNLx3Tug
Complete COA Computer Organization & Architecture in one shot | Semester Exam | Hindi,KnowledgeGATE by Sanchit Sir,1204851,17986,1900,24-10-2023,21281,354.68,"coa playlist, computer architecture lecture, coa aktu playlist, computer organization and architecture playlist, what is computer architecture, coa single shot, coa knowledgegate, complete coa, computer organization and architecture for gate, computer organization and architecture for semester exam, computer organization and architecture for University exam, openshot video for computer organization and architecture, coa lectures, coa gate cse playlist",https://www.youtube.com/watch?v=DsK35f8wyUw
4. Assembly Language & Computer Architecture,MIT OpenCourseWare,749036,13767,307,23-09-2019,4654,77.57,"assembly, floating point, vector hardware, computer architecture, instruction set architecture",https://www.youtube.com/watch?v=L1ung0wil9Y
How does Computer Hardware Work?  💻🛠🔬  [3D Animated Teardown],Branch Education,3034080,233865,7100,22-03-2023,1032,17.2,"Computer Hardware, Computer, Hardware, Computer Teardown, Teardown, inside a computer, computer engineering, computer hardware engineer, PC Build, PC, Engineering, how to build a pc, Build a PC, Computer Hardware Tutorial, Computer Drivers, CPU, CPU Cooler, Central Processing Unit, Motherboard, Desktop Power Supply, Desktop, Computer Desktop, Graphics Card, GPU, Nvidia, DRAM, Solid State Drives, SSDs, Computer Mouse, Computer Keyboard, NVMe SSD, Hard Drive, Computer Drivers Explained",https://www.youtube.com/watch?v=d86ws7mQYIg
Computer Architecture Explained With MINECRAFT,Codeolences,1499445,73980,1100,19-06-2024,406,6.77,"minecraft, minecraft redstone, redstone computer, redstone builds in minecraft, redstone, redstone display, minecraft redstone computer, minecraft in minecraft, logic gates, computer science, computer engineering, electrical engineering, minecraft engineering, minecraft computer redstone, minecraft computer tutorial, redstone tutorial, minecraft tutorial, minecraft computercraft, minecraft computer, minecraft computer mod, minecraft alu, minecraft gates, pov minecraft",https://www.youtube.com/watch?v=dV_lf1kyV9M
Classifications of Computer Architecture,Neso Academy,311252,4166,57,23-04-2021,389,6.48,"classifications of computer architecture, computer architecture classifications, von neumann architecture, von neumann machines, non von neumann architecture, harvard architecture, modified harvard architecture, flynns taxonomy, flynn's taxonomy, cao, coa lectures, coa tutorial, computer architecture and organization, coa for gate, gate coa",https://www.youtube.com/watch?v=6_PHIL4LZEU
Intro to Computer Architecture,KarBytes CS,758246,4992,141,04-01-2011,248,4.13,"computer architecture, computer parts, hardware, software, cpu, memory",https://www.youtube.com/watch?v=HEjPop-aK_w
Digital Design and Computer Architecture - Lecture 1: Introduction and Basics (Spring 2023),Onur Mutlu Lectures,73452,1185,56,24-02-2023,6367,106.12,"computer architecture, digital circuitys, memory, CPU, processor, computer systems, machine learning, high-performance computing, supercomputing, energy efficiency, education, research, lectures, computing, genomics, bioinformatics, security, hardware security, computing systems",https://www.youtube.com/watch?v=VcKjvwD930o
P&S Genomics - Lecture 1: Course Introduction (Spring 2025),Onur Mutlu Lectures,185,14,1,04-03-2025,2146,35.77,"computer architecture, digital circuitys, memory, CPU, processor, computer systems, machine learning, high-performance computing, supercomputing, energy efficiency, education, research, lectures, computing, genomics, bioinformatics, security, hardware security, computing systems",https://www.youtube.com/watch?v=GpjDmVIwSqw
L-1.2: Von Neumann's Architecture | Stored Memory Concept in Computer Architecture,Gate Smashers,1483690,25141,507,24-07-2019,580,9.67,"von neumann, von neumann architecture, von neumann concept, nta net 2022, gate 2022, coa, cod, computer architecture, computer organization, gate 2020 cse, COA, coa ugc net 2022, coa nielit, coa dsssb, computer organisation nielit, computer architecture gate, computer architecture ugc net, computerphile, computing, ocr, aqa, wjec, cie, a level, as, cpu, processor, stored program, fetch-execute, clock, bus, registers, cycle, clock speed, paper 1, paper 2, exam 1, exam 2, exam, paper, 2022",https://www.youtube.com/watch?v=j8NnE1YeSN0
Complete Operating System in one shot | Semester Exam | Hindi,KnowledgeGATE by Sanchit Sir,1811511,27829,3600,08-09-2023,22670,377.83,"Complete Operating Systems for Semester Exams in Hindi, operating system complete class, complete operating system tutorial, operating system complete video, operating system complete course, operating system aktu, operating system one shot, operating system one shot btech, operating system from scratch, operating system syllabus btech, operating system ipu, operating system full course, operating system knowledge gate, operating system sanchit jain",https://www.youtube.com/watch?v=xw_OuOhjauw
Complete Operating Systems in 1 Shot (With Notes) || For Placement Interviews,CodeHelp - by Babbar,1151244,22368,1800,30-05-2023,55987,933.12,"Operating System, Operating System for placement, Operating systems for Interview, process in operating system, how a operating systems boots, process scheduling, 32 bit vs 64 bit, threads, synchronisation in OS, reader writer problem, dining philosopher problem, vritual memory, pagination, fragmentation, thrashing, deadlock in OS, memory management in OS, concurrency in OS, Operating System in Hindi, OS for placements, Complete OS, Operating Systms Galvin, Galvin OS, Lakshay OS",https://www.youtube.com/watch?v=3obEP8eLsCw
Operating Systems Course for Beginners,freeCodeCamp.org,471481,15943,676,06-08-2024,89516,1491.93,,https://www.youtube.com/watch?v=yK1uBHPdp30
Operating System In One Shot by Anuj Bhaiya 🔥,Coding Shuttle by Anuj Bhaiya,774591,28292,650,03-06-2023,4278,71.3,"Operating System, Operating system for engineering, Paging, Virtual Memory, Process vs Threads, virtual memory, process scheduling algorithms, disk management, segmentation, memory management, process management, operating system tutorial, operating system basics, operating system concepts, operating system design, operating system algorithms, operating system performance, operating system optimization, operating system security",https://www.youtube.com/watch?v=8XBtAjKwCm4
Introduction to Operating System and its Functions | Operating System | Lecture 1,Jenny's Lectures CS IT,1573054,24196,880,16-03-2019,1436,23.93,"operating system, introduction to operating system, operating system notes, features of operating system, galvin operating system, ugc net computer science, jenny's lectures, operating system tutorial, os definition, operating system book, goals of operating system, OS, ugc net syllabus, what is operating system, functions of operating system, os, types of operating system, components of operating system, os tutorial, ugc net, gate, engineering, cs, it, study material, notes, pdf",https://www.youtube.com/watch?v=RozoeWzT7IM
Types of Operating Systems,Sudhakar Atchala,108716,1901,53,21-09-2021,856,14.27,"sudhakar, atchala, videos, lectures, playlist, os, operating system, operating systems, types of operating system, types of os, operating system notes, ugc net computer science, ugc net syllabus, what is operating system, computer operator, various operating systems, windows operating system, GATE computer science, multiprogramming, multitasking os, batch operating system, real time os, multiprocessing operating system, time sharing OS, CPU scheduling algorithms",https://www.youtube.com/watch?v=GWsxSvdd09o
L-1.1: Introduction to Operating System and its Functions with English Subtitles,Gate Smashers,4029380,97618,2600,26-07-2018,1139,18.98,"Introduction to Operating System, Introduction to Operating System and its Functions, what is operating system, operating system pdf, os pdf, operating system full course, types of os, os working, os, Operating System (Software Genre), os lectures, operating system lectures, operating system concepts, gate os lectures, gate operating system, operating system lectures for gate, operating system introduction, gate 2022, introduction to os, computer science os",https://www.youtube.com/watch?v=WJ-UaAaumNA
Complete OS Operating System In One Shot (7 Hours) | In Hindi,5 Minutes Engineering,283807,4984,241,16-02-2024,25268,421.13,,https://www.youtube.com/watch?v=A4G0hOI6XyQ
DAY 04 | OPERATING SYSTEMS | II SEM | BCA | PROCESS | L4,Vidhyaashram,77,4,0,04-03-2025,997,16.62,"PROCESS, INTRODUCTION PROCESS CPU SCHEDULING, OPERATING SYSTEMS, DATA STRUCTURES, VIDHYAASHRAM FIRST GRADE COLLEGE, VFGC, MYSORE UNIVERSITY, II SEM, INTRODUCTION, BCA, EJ MAAM",https://www.youtube.com/watch?v=2y8hgPcgm88
What is an Operating System? Goals & Functions of Operating System | Concept Simplified by Animation,making IT simple,254582,4390,157,06-06-2020,328,5.47,"makingITsimple, making IT simple, OperatingSystem, OS, definitionofOperatingSystem, what is operating system, operating system basics, featuresofOS, goalsofOS, featuresofOperatingSystem, goalsofOperatingSystem, how operating system works, operating system, operating system notes, simple explaination of Operating System, basics of operating system for interview, need of operating system, why do we use operating system, is operating system required, Operating System in English, animation",https://www.youtube.com/watch?v=ACsLvXuaKxw
Lec-2: Introduction to DBMS (Database Management System) With Real life examples | What is DBMS,Gate Smashers,3216219,60920,1100,10-07-2018,719,11.98,"Introduction to DBMS, what is Database Management System, best introduction og dbms, best explanation of dbms, gate dbms, introduction to dbms exercise, What is DBMS with example?, dbms, data structure tutorials, operating system, data structure and algorithms, what is database, dbms tutorials for beginners, dbms notes, what is data, normalization in dbms, what is database systems, what is database management system, file system vs dbms, ugc net computer science preparation",https://www.youtube.com/watch?v=3EJlovevfcA
